evidence_candidate_id,url,roles,sha256,cache_path,orientation_signal,coordinate_signal,has_orientation_signal,has_coordinate_signal,priority,review_status,caveat
oe_083639b316464271,"https://iccra.org/bystate/Alaska/ICCRA%20-%20AK%20-%20Eagle-Southeast%20Fairbanks%20Borough%20(County)%20(Summer,%201977).htm",formation_detail,d94f45e577f7a42da662053c0173ece0acc33a56e1c908306acb20374e9d8cea,data/raw/iccra_full/objects/fc284b450b0240dc564834c4482b3b438ce43a40919a93aa1d4682e2e006fc1f.htm,"four triangular ‘depressions’ located along the inner edge of the circle which were located at the cardinal points. The flattened, “scorched”, swirled circle was stunning enough, – but even more unusual – the group",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_a6dcdbb1bbd05070,https://iccra.org/bystate/California/ICCRA%20-%20CA%20-%20%5BUnknown%5D%20(somewhere%20north%20of%20Los%20Angeles)%20(1975).htm,formation_detail,eda57333d5c698f65fa3ebfa65af1bd801f46b9a8beae9a63d8a51c4519a7ca4,data/raw/iccra_full/objects/aff56d17e6c36d4e235f33e21eb4b4fff1127403842288b6652b09fdd8d963aa.htm,"Contact Us | Links | Home Reported Crop Circles for the State of California - [Unknown] (somewhere north of Los Angeles), (1975) A single flattened, swirled circle with an extended pathway reported in a wheat field overlooking Zuma Beach; no further details known. Eyewitness report only.",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_e0c1238d485c7141,"https://iccra.org/bystate/Florida/ICCRA%20-%20FL%20-%20Tampa,%20Hillsborough%20County%20(July%2029,%201998).html",formation_detail,43a57b4c47b9f99004aee60fe1f8f816963a7b6b943d543f16ff8322f318e199,data/raw/iccra_full/objects/90bd78b4c3b85e35ef50d6e30bdd00aadc10fd2c9664a54722a5c245741a3900.html,"e larger circle reported to be about 85’ in diameter connected to a smaller circle by a 10-15’ wide pathway. Described as ‘evenly-swirled’ and ‘clean’. Eyewitness report only. Crop type: wheat Sources: Jeffrey Wilson City / County / Date: West Palm Beach, Palm Beach County, FL (08/19/52) Fort Myers-Everglades, Lee County, FL (03/14/65) Willi",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_86b99795ece223b2,"https://iccra.org/bystate/Indiana/ICCRA%20-%20IN%20-%20Etna%20Troy%20Township-Columbia%20City,%20Whitley%20County%20(July%2014,%201996).html",formation_detail,2008d7ac2ff95b946855ecb0c653b6be362feef84e1b2605b7e15135d4cec33e,data/raw/iccra_full/objects/48a33f642244b163a45e56fc234e1c20c1fd5eb4d0553e934b9ba49ef95cb5da.html,"o was further down the slope of the hill. A 'V'-shaped pathway structure with a spur was located in alignment with the smaller circle located to the west; the pathway itself, although composed of straight lines, had a woven, wavy flattened lay. Across t || ’. A smaller circle in-line with the other two was further down the slope of the hill. A 'V'-shaped pathway structure with a spur was located in alignment with the smaller circle located to the west; the pathway itself, although composed of straight lines, had a woven, wavy flattened lay. Across t || way structure with a spur was located in alignment with the smaller circle located to the west; the pathway itself, although composed of straight lines, had a woven, wavy flattened lay. Across the field to the South on the slope of another hill, was the third part of the formation; a large circle with a “key” and || haped pathway structure with a spur was located in alignment with the smaller circle located to the west; the pathway itself, although composed of straight lines, had a woven, wavy flattened lay. Across the field to t",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_88ec66517e7b2b22,"https://iccra.org/bystate/Indiana/ICCRA%20-%20IN%20-%20Washington%20Center-Washington%20Township,%20Noble%20County%20(July%2020,%201996).html",formation_detail,ef25612f54943512625e6dc32b81a0b5752e5de14a9d141f268fb217eba1f650,data/raw/iccra_full/objects/20977a44a02daf08d9e6b71da3583f0aadfa0f4c4ae860d5ff6918755050150d.html,"tion had a ring of standing wheat, with a small swirled circle at its center; a third part was a NE pathway connected to a 45' diameter ring swirled counter-clockwise with standing wheat at its center. The NE pathway continued to a 33' diameter circle swirled counter-clockwise. This formation was set back f || section had a ring of standing wheat, with a small swirled circle at its center; a third part was a NE pathway connected to a 45' diameter ring swirled counter-clockwise with standing wheat at its center. The NE pathway continued to a 33' diameter circle swirled counter-clockwise. This formation was set back from the",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_c7e53255f7a1883c,"https://iccra.org/bystate/Maryland/ICCRA%20-%20MD%20-%20Greenbelt,%20Prince%20Georges%20County%20(February%2022-25,%202001).html",formation_detail,f14bd4673d6859e7c46ee6c09c5267d6957571688f1dc6b3de09d669b3f72a7e,data/raw/iccra_full/objects/499c46d2106ec51876c0d50109e855933266d2d96ef22d9852bc776ed00948f7.html,"ge circle. The witness checked with a compass, and the straight line was also at least roughly in a North-South alignment. The ice surface did not seem to be solid enough to support the weight of a human being, and no foo",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_e30ca33835475d40,"https://iccra.org/bystate/Michigan/ICCRA%20-%20MI%20-%20Eaton%20Rapids,%20Eaton%20County,%20(August%2027,%202002).html",formation_detail,b280946dee4073a08a797d742c0e11c4c65dd6735c45d4743f057679cf3e22b2,data/raw/iccra_full/objects/5925e50fc6b6495850143ae223d91f56fcb21a3625dd720d296d4e3b9c21cae7.html,"he State of Michigan - Eaton Rapids, Eaton County (August 27, 2002) Dumbbell connected by a 6' wide pathway. Located about 3 miles North of Eaton Rapids, MI. Two areas each of flattened corn made the formation nearly 100' in diameter. L",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_ca007e057de0f9e5,"https://iccra.org/bystate/Michigan/ICCRA%20-%20MI%20-%20Howell%20Township,%20Livingston%20County%20(July%2024,%202003).html",formation_detail,79b217f6cf0bef9f2371e2134d93d20e1fe09d13784010b5c502416a4fa43f9b,data/raw/iccra_full/objects/2dd478ab75e70ee5312a5c58bc3ed6c3278fc43b02fc8385960fed61b084cfb7.html,"lay of the large circle, 4 smaller circles between 3’-6’ in diameter were discovered located at the cardinal points. Formation was authenticated using the L-NEAT protocol; blown nodes discovered, as well as expulsio",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_2b708c48a936fba8,"https://iccra.org/bystate/Minnesota/ICCRA%20-%20MN%20-%20Milaca,%20Mille%20Lacs%20County%20(October%201,%201994).html",formation_detail,41dc730461ba7ea53b7a86bd0d4e6af5032aa86f9ca8aade93e7e6e0e3c47177,data/raw/iccra_full/objects/04dacc08606fb8a75b63c1f3de6b847edac2c57f9df483fc9d81ce2bc5cd45e8.html,"st circle was swirled counterclockwise; the two smaller circles swirled clockwise. The circles were aligned East-West, and were “laid out with precision”. There were no footprints or indentations in the soil anywhere",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_3e8ba80eaa811d21,"https://iccra.org/bystate/New%20York/ICCRA%20-%20NY%20-%20Vickerman%20Hill,%20ColumbiaMohawk%20Valley,%20Herkimer%20County%20(June%2021,%201993).html",formation_detail,a43a79da66f22da46dfde48069f7caa7aae9ace439d29d1b0b59345fbb4f1c49,data/raw/iccra_full/objects/0ed7b92d5446ccf4e7ab591674509cbd623ff8b911a20722b74646a26383f876.html,"enter / Herkimer / Mohawk Valley, Herkimer County (June 21, 1993) Four circles were found linked by pathways appeared on a steep hill. The circle diameters were: 20’5”, 45’, 43’5”, and 88’. All the circles were slightly elliptical in the North-South direction. Three of the circles were swirled clockwise, with one circle counter-clockwise. Two of t || circle diameters were: 20’5”, 45’, 43’5”, and 88’. All the circles were slightly elliptical in the North-South direction. Three of the circles were swirled clockwise, with one circle counter-clockwise. Two of the pathways were found to extend about halfway to the centers of two of the circles, while the rest of the path",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_93f30d12d2211e99,"https://iccra.org/bystate/North%20Carolina/ICCRA%20-%20NC%20-%20Hertford,%20Perquimans%20County%20(June%2011,%201997).html",formation_detail,380e227410b96f6888002c09f504100778e544b41299bc9560c5989c6b01b703,data/raw/iccra_full/objects/19ca77ef0bb0bf09c9ef472339162bedc9bb321a2235ad7f03086e46630776c0.html,"earcher Profiles | Events | News | Contact Us | Links | Home Reported Crop Circles for the State of North Carolina - Hertford, Perquimans County (June 11, 1997) Four major circles connected by straight and curved pathways. Two minor circle rings also connected by curving pathways. A 2x4 board with coat hangers and wire",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_9cbacc3e2020e506,"https://iccra.org/bystate/North%20Dakota/ICCRA%20-%20ND%20-%20Langdon,%20Cavalier%20County%20(August%2010,%202000).html",formation_detail,2673c091c6dc50dcb29a7ae5a3b171a31263ebf1b5d9e957bc91db7b2da635ad,data/raw/iccra_full/objects/ad33dc4572403b0529fe04ef54d0ed144c1976676f481224c8776ab779b9e7d0.html,"e of North Dakota - Langdon, Cavalier County (August 10, 2000) The last formation discovered in the North Dakota 'wave' in 2000. The large circle was 34' in diameter; the smaller circle was 19' in diameter; the pathway to the ""T"" was 23.5' in length. The circles were swirled counter-clockwise. Crop type: wheat Source",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_826b075c3ce4ada2,"https://iccra.org/bystate/North%20Dakota/ICCRA%20-%20ND%20-%20Langdon,%20Cavalier%20County%20(July%2020,%202000).html",formation_detail,7f4b5c822161b7a37c2725e04bb299996c69f6b8fef2e3c976ea33a02693949a,data/raw/iccra_full/objects/313dce4a68c9c37747a44a77249d5e7688f08cd9cb59ccfad6454afebb888ece.html,"valier County (July 20, 2000) An interesting formation of four different-sized circles connected by pathways found on the farm of Janelle and Randy Bata located 3 miles west of Langdon by crop duster pilot John Boe. Two of circles with spurs or extensions, with grapeshot c || earcher Profiles | Events | News | Contact Us | Links | Home Reported Crop Circles for the State of North Dakota - Langdon, Cavalier County (July 20, 2000) An interesting formation of four different-sized circles connected by pathways found on the farm of Janelle and Randy Bata located 3 miles west of Langdon by crop duster pilot Jo",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_f352757ae497c64b,"https://iccra.org/bystate/North%20Dakota/ICCRA%20-%20ND%20-%20Thompson,%20Grand%20Forks%20County%20(August%209,%202000).html",formation_detail,b92974a7fc2d067e52825b034bf6934c0cce2ed6b49b664967416caef10918ce,data/raw/iccra_full/objects/b0f4378dcf5c1b4ee3eb08671afa4895c9dfddad46be176a3907e1f4ede1df7a.html,"earcher Profiles | Events | News | Contact Us | Links | Home Reported Crop Circles for the State of North Dakota - Thompson, Grand Forks County (August 9, 2000) A single 125' diameter circle with two curved pathways on either side like an incomplete ring or 'brackets' around the circle. One pathway measured 160' l",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_751117b5702b66c0,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20Lafayette,%20Allen%20County%20(June%201999).html",formation_detail,93e09d5914c6e75e15cdfa6ad220f5e3ff976c347a891c9cb98340e83d30e53f,data/raw/iccra_full/objects/9132addfbe2caf1e24ce49d1b030df43395e3c29daf3a4606244adac0621e40f.html,"cle was 43’7”; NW circle 23’; NE circle 31’; both the SE and SW circles were 32’. The formation was aligned NW/SE or NE/SW. Crop type: wheat Source: John Timmerman, CUFOS Photos: landowner (name withheld) City / County / D || ield by the farmer while harvesting. The circle sizes are as follows: the central circle was 43’7”; NW circle 23’; NE circle 31’; both the SE and SW circles were 32’. The formation was aligned NW/SE or NE/SW. Crop type: wheat Source: John Timmerman, CUFOS Photos: landowner (name withheld) Ci",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_da994da1a950d6f7,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20West%20Union,%20Adams%20County%20(August%2016,%202004).htm",formation_detail,958ec608ac5fc1fcecea819f341762225374dc42edfa68d08168f833e0b4c650,data/raw/iccra_full/objects/d381a5258b587c90edeb2ddc1108221cb62aec1b551cdf7a3ae98d12b94c5f27.htm,"Ohio - West Union, Adams County (August 16, 2004) Hoaxed formation found less than 100 ft from 2003 West Union formation. Man-made, mechanical damage (broken stalks) was found throughout the entire formation. The pathways were aligned to ground objects (poles). The central axial holes were found partially filled in. The",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_7bbd349f494646b6,"https://iccra.org/bystate/Ohio/ICCRA%20-%20Ohio%20-%20West%20Union,%20Adams%20County%20(October%2025,%202003).htm",formation_detail,d6314e5e4a1a927b4d1422c095d007edfd722c93da20ece37e9091e302f869be,data/raw/iccra_full/objects/536b0163927258d54b6379060cf27d7602ea3a89574a7e0dfe79cb5e022a75c7.htm,"Profiles | Events | News | Contact Us | Links | Home Reported Crop Circles for the State of Ohio - West Union, Adams County (October 25, 2003) This four-circle, three-ring, three pathway formation was in dry, ripe soybeans, and located on a slope adjacent to a drainage ditch along a bu",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_79c373f5ba90ca0a,"https://iccra.org/bystate/Oregon/ICCRA%20-%20OR%20-%20Aloha,%20Sunset%20Hwy,%20Washington%20County%20(June%2014,%201994).html",formation_detail,a90f90491fe56632ddebd2d3f504be4b14769f750e5c712a238e21e3bfdb4b2d,data/raw/iccra_full/objects/5d8d6703b16f3f444f2aa4ecb54a8e9874937125e58e06abc3d59b713a3e5a8c.html,"rapeshot circles elsewhere in the field, as well as many 'randomly-downed' areas. The formation was oriented to the cardinal directions. The south circle had standing wheat in the center. The formation was heavily visited, and nearly destroyed, b || elsewhere in the field, as well as many 'randomly-downed' areas. The formation was oriented to the cardinal directions. The south circle had standing wheat in the center. The formation was heavily visited, and nearly d","anding center, west circle 13’ dia.; Central circle 55’ diameter with an 70’ ring that was 5’ wide. Location: 45°31’ N 122°59’ W Crop type: wheat Source: UFO Universe Vol. 6 No.4 Winter 1997, WC Levengood - Report 41 City / County / Date:",yes,yes,high,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_e466723a12f2f29a,"https://iccra.org/bystate/Oregon/ICCRA%20-%20OR%20-%20Whiskey%20Hill-Hubbard,%20Clackamas%20County%20(July%2023,%201998).html",formation_detail,20802c34977aa66d3010e7e5bcd87996f6a264f6b966eb0d36ab551238bdf5c3,data/raw/iccra_full/objects/fd878dac0c50566f77248c5e717f041333706b817439f2639e0d10251231cff4.html,"’ x 170’ in size, and the largest circle was 39’. One ‘grapeshot’ circle was about 100’ away to the SW. The formations circles were swirled counter-clockwise and the pathways were consistently 2’ in diameter. The formation appeared very close to major intersection of high t",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_ec68793c10fd5e08,"https://iccra.org/bystate/South%20Dakota/ICCRA%20-%20SD%20-%20Watertown,%20Codington%20County%20(August%208,%201996).html",formation_detail,e6d3ac783e7a7d54d99674f6743515308412cd1bd4845a8211e0339ac1e7479e,data/raw/iccra_full/objects/d0553d68ece8e2fb1508a1efba5c7e2103a796df40f0f60b378f87a96aafc7c8.html,"earcher Profiles | Events | News | Contact Us | Links | Home Reported Crop Circles for the State of South Dakota - Watertown, Codington County (August 8, 1996) A complex formation of flattened areas and pathways 160' by 100' in diameter. W.C. Levengood noted significantly expanded nodes from formation samples.",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_634eed9126b114d9,"https://iccra.org/bystate/West%20Virginia/ICCRA%20-%20WV%20-%20Oakvale,%20Mercer%20County%20(April,%202004).html",formation_detail,7cf71ace92779a4ba9aac0be9c5e08f589b1cf81d2e7110c8b23276b65e8f9e7,data/raw/iccra_full/objects/9753f4e8a8a55d2b434acfca3b541611b8bb807b5301f58b9caf3002af91de2c.html,,"unusual lights and made UFO sightings reports from this area prior to the circle being discovered. Latitude: 37.334219 Degrees N Longitude: 80.9627778 Degrees W Crop type: grass Source: Jeffrey Wilson City / County / Date: Flatwoods, Braxton County (September 12, 1952) [Unknown], (August 1993) Point Pleasant, Mason County (July 8, 2002) Oakvale, Mercer County (April, 2004) Pa",no,yes,coordinate_only,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_0425bab6c51e5e1f,"https://iccra.org/bystate/Wisconsin/ICCRA%20-%20WI%20-%20Mayville,%20Dodge%20County%20(July%206,%202005).html",formation_detail,502cf265aab55dd6fc34bd72a067df4513c4ddc241d29f3cb5cc67608f3eb30e,data/raw/iccra_full/objects/703672b618c65eda6e28041b9e7faf91739366dee4124b84ffe33f1ce8e8f390.html,"Mayville, Dodge County (July 6, 2005) Two formations were found side-by-side in a wheat field just south of the town of Mayville on a hillside facing Highway 28, the main road between the towns of Mayville and Horicon. The Dodge County Sheriff’s Dep",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_e498813be89746dd,"https://iccra.org/bystate/Wisconsin/ICCRA%20-%20WI%20-%20Port%20Washington,%20Ozaukee%20County%20(July%2010,%201998).html",formation_detail,8b9b3959196bc7af2e753f5e0677db3daa8c18c4124a08a5f520f1425ffe1fe1,data/raw/iccra_full/objects/8a29cf7a8bca7e3bf4385af670d27fe602f2aa22f193deffacdd31849c7e882a.html,"re reported on the night of formation to local Sheriff's department. The 230’ by 210’ formation was aligned North-South, and its’ circles were swirled counter-clockwise. E-M effects reported inside formation. No tramlin",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_b22b758670569be9,"https://iccra.org/bystate/Wisconsin/ICCRA%20-%20WI%20-%20Trevor,%20Kenosha%20County%20(June%2021,%202005).html",formation_detail,1e070b87ce5356b67578a326cdc174639f1e7990afc0e6b819dd8016ed891cad,data/raw/iccra_full/objects/7ae35ddaca41390b31ca7a4fa1623d3ca16b54962b75920b0f00e3a2e901d250.html,-South diameter of approximately 58 feet; the smaller circle was ~44' E-W and ~42' N-S. The circles aligned due West (magnetic) - to a telephone pole across the street and due South (magnetic) - to a basketball hoop. Someone took some time in planning out the design and executing || roximately 10 feet in all directions; the largest circle had an East-West diameter of 60 feet and a North-South diameter of approximately 58 feet; the smaller circle was ~44' E-W and ~42' N-S. The circles aligned due West (magnetic) - to a telephone pole across the street and due South (magnetic) - to a basketb || iameter of approximately 58 feet; the smaller circle was ~44' E-W and ~42' N-S. The circles aligned due West (magnetic) - to a telephone pole across the street and due South (magnetic) - to a basketball hoop. Someone to || W and ~42' N-S. The circles aligned due West (magnetic) - to a telephone pole across the street and due South (magnetic) - to a basketball hoop. Someone took some time in planning out the design and executing the formati,,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_420a141a71a6e410,https://iccra.org/reports/California_Vacaville_7_16_2003.htm,report_document,ecf4744c2396e94022cccef48c1ad537299fbeb019361d1d4d72ed37810df87b,data/raw/iccra_full/objects/83e960e1fbea908e9df0b2048014047036363664528e9b06cc262f6e5ce2c287.htm,"witnesses have clearly shown this not to be the case. Steve Moreno astutely pointed out that on the north side of each circle and the pathways, the first 5-6 rows of standing corn adjacent to the downed corn was ‘bowed’ – most severely the cl",,yes,no,medium,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_c710c2e7437284d1,https://iccra.org/reports/michigan_howell_7_29_2003.htm,report_document,360df4a7c2f29e35f5788dba1761a9f0129733038ec94c4c927be4b13fa919df,data/raw/iccra_full/objects/e4919bb7254d2fba2b529415e6b4fb083951d27ee94777bfa57dd1ee215a4382.htm,"gston County, Michigan Crop Circle Formation [Ground photo of Howell Township crop circle formation facing West.] Introduction On July 29-31, 2003, a private scientific research team documented physical evidence || om the central circle, and were not exactly opposite each other but were ‘offset’ so that the North facing edge of the E/NE pathway is in line with the South facing edge of the W/SW pathway. Circle #1 – measurements: large circle swirled counter-clockwise, with two opposing pathwa || way from the central circle, and were not exactly opposite each other but were ‘offset’ so that the North facing edge of the E/NE pathway is in line with the South facing edge of the W/SW pathway. Circle #1 – measurements: large circle swirled counter-clockwise, with tw || ge circle (what we have named Circle #1) is an ellipse measuring about 48’-52’ in diameter with two straight pathways extending from the circle at opposing directions – one to the E/NE and another to the W/SW. What the previous reports have not mentioned (because it was undiscovered until we found this) is || en swirled down BEFORE the larger 52’ diameter circle had been flattened over the top of them. E/NE Pathway – measurements: 11’ 5” long (Flattened from W/SW to E/NE) by 2’1” wide, and had a slight curve to the NE. W/SW Pathway – measurements: 12’ 11” long (Flattened from E/NE to W/SW) by 2’wide, and had a slight curv || nts: 11’ 5” long (Flattened from W/SW to E/NE) by 2’1” wide, and had a slight curve to the NE. W/SW Pathway – measurements: 12’ 11” long (Flattened from E/NE to W/SW) by 2’wide, and had a slight curve to the SW. These pathways were flattened away from the central circle, and were not exactly opposite each oth || ents: 12’ 11” long (Flattened from E/NE to W/SW) by 2’wide, and had a slight curve to the SW. These pathways were flattened away from the central circle, and were not exactly opposite each other but were ‘offset’ so that the North facing edge of the E/NE pathway is in line with the South facing edge of the W/SW pathway. Circle # || nd were not exactly opposite each other but were ‘offset’ so that the North facing edge of the E/NE pathway is in line with the South facing edge of the W/SW pathway. Circle #1 – measurements: large circle swirled counter-clockwise, with two opposing pathwa","c anomalies in the field. We are planning to further analyze the soil samples in a lab environment. GPS Anomaly The crop circle formation is located at approximately 42?36.04m N latitude, and 84?00.04m W longitude. However, we were unable to conclusively obtain an approximate feet-above-sea-level measurement fro || the smaller circle. The two circles were exactly 135 feet apart. Between the two circles, we took a GPS reading every 20 feet and received elevations of +943-+955 feet above sea level. The area does not change in elevation more than 15 feet across the distance between the",yes,yes,high,pending_human_review,candidate text only; not a qualified true-north azimuth
oe_812872acb4807968,https://iccra.org/reports/wisconsin_mayville_kekoskee_7_4_2003.htm,report_document,510cbcfe7a70a961cd3ee90689614540e3ddfc92eee548868e7c74cb130b30e1,data/raw/iccra_full/objects/7fa42c1274acaeacdf1e733d3573542d319b27af1512afb023d3d92b1508ec2e.htm,"ayville, Wisconsin Crop Circle Formation [Aerial photo of Kekoskee / Mayville crop circle formation facing North.] Introduction On July 23-24, 2003, a private scientific research team documented physical evidence || he original formation -creating a classic ‘dumbell’-type (two circles connected by a pathway) shape aligned in a North-South direction. Circle #2 was isolated in the field (and offset from the N-S alignment), but was related || t in Circle #2 along their NE/SW, they both measure 22’ in diameter. Circle #2 and Circle #3 are in alignment NE/SW. All the circles when measured along their E/W diameter were 42’exactly. Pathway – measurements: 18’ long (Flattened from South to North) by 2’2” || noticed that the bark began flying off a hickory nut tree that was about 10 feet outside his open, East-facing workshop window. [View from Mr. Rantala’s workshop of the hickory nut tree with missing bark.] He l || ormation -creating a classic ‘dumbell’-type (two circles connected by a pathway) shape aligned in a North-South direction. Circle #2 was isolated in the field (and offset from the N-S alignment), but was related to Circle #3 in an interesting way. The obvious feature of Circle #3 is the stand || ’s diameter of Circle #3 with the diameter of the standing circle of wheat in Circle #2 along their NE/SW, they both measure 22’ in diameter. Circle #2 and Circle #3 are in alignment NE/SW. All the circles when measured along their E/W diameter were 42’exactly. Pathway – measuremen || les are related to each other through their design form. Circle #1 and Circle #3 are connected by a pathway that was part of the original formation -creating a classic ‘dumbell’-type (two circles connected by a pathway) shape aligned in a North-South direction. Circle #2 was isolated in the field (and offset from the N-S alignment), but was related || #3 are in alignment NE/SW. All the circles when measured along their E/W diameter were 42’exactly. Pathway – measurements: 18’ long (Flattened from South to North) by 2’2” wide. We believe that this formation began to be formed with this pathway. We could clearl","ircles in the same field. We are planning to further analyze the soil samples in a lab environment. GPS Anomaly The crop circle formation is located at approximately 43?31.81m N latitude, and 88?31.59m W longitude. This location was confirmed through using two different Global Positioning System (GPS) units. However,",yes,yes,high,pending_human_review,candidate text only; not a qualified true-north azimuth
